purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,purchase_order_status
PO001375,SUP00011,PROD00289,2026-06-14,2026-07-25,427,10.53,Received
PO001376,SUP00004,PROD00108,2025-12-11,2026-01-26,59,46.01,In Transit
PO001377,SUP00026,PROD00141,2026-01-07,2026-02-01,631,5.06,Received
PO001378,SUP00017,PROD00341,2026-03-10,2026-05-05,246,63.74,Received
PO001379,SUP00037,PROD00092,2025-10-16,2025-10-22,137,75.09,Received
PO001380,SUP00015,PROD00089,2025-02-28,2025-04-26,256,62.91,Received
PO001381,SUP00036,PROD00201,2025-04-13,2025-04-21,611,77.04,In Transit
PO001382,SUP00005,PROD00402,2025-01-25,2025-03-14,925,25.74,Cancelled
PO001383,SUP00010,PROD00465,2025-05-01,2025-06-18,879,117.7,Received
PO001384,SUP00024,PROD00430,2026-01-08,2026-02-11,777,60.46,Received
PO001385,SUP00023,PROD00084,2026-05-28,2026-06-25,870,26.57,In Transit
PO001386,SUP00039,PROD00158,2026-02-23,2026-02-28,428,102.67,Received
PO001387,SUP00015,PROD00134,2025-02-26,2025-04-24,651,13.23,Received
PO001388,SUP00031,PROD00203,2025-06-11,2025-07-13,700,38.68,Received
PO001389,SUP00035,PROD00337,2026-01-09,2026-01-12,273,105.76,Received
PO001390,SUP00010,PROD00308,2025-02-26,2025-04-15,591,6.64,In Transit
PO001391,SUP00006,PROD00180,2025-10-14,2025-12-01,21,44.98,Received
PO001392,SUP00023,PROD00205,2026-02-13,2026-03-13,840,97.15,Received
PO001393,SUP00019,PROD00204,2025-04-25,2025-06-23,602,77.04,In Transit
PO001394,SUP00012,PROD00309,2025-08-04,2025-09-15,170,24.49,Received
PO001395,SUP00029,PROD00182,2026-03-30,2026-04-28,51,44.65,In Transit
PO001396,SUP00009,PROD00044,2026-06-11,2026-07-20,642,85.11,Received
PO001397,SUP00023,PROD00213,2026-01-27,2026-02-24,570,45.71,Received
PO001398,SUP00026,PROD00298,2026-01-03,2026-01-28,293,97.84,Received
PO001399,SUP00002,PROD00325,2026-02-18,2026-04-12,632,42.02,Cancelled
PO001400,SUP00023,PROD00205,2025-12-14,2026-01-11,175,97.15,Received
PO001401,SUP00020,PROD00375,2025-02-06,2025-03-31,993,107.45,Received
PO001402,SUP00033,PROD00500,2025-03-07,2025-03-09,650,5.13,Received
PO001403,SUP00022,PROD00124,2026-07-11,2026-08-11,788,32.58,Received
PO001404,SUP00023,PROD00440,2026-04-28,2026-05-26,885,102.41,Received
PO001405,SUP00030,PROD00439,2025-07-08,2025-08-07,922,35.85,Received
PO001406,SUP00020,PROD00115,2025-07-04,2025-08-26,800,93.81,Received
PO001407,SUP00038,PROD00378,2026-03-23,2026-03-29,555,45.57,Received
PO001408,SUP00015,PROD00097,2025-10-30,2025-12-26,875,115.57,In Transit
PO001409,SUP00018,PROD00062,2025-09-07,2025-10-15,863,2.83,In Transit
PO001410,SUP00003,PROD00144,2026-07-10,2026-08-14,684,69.23,Received
PO001411,SUP00033,PROD00317,2026-03-21,2026-03-23,383,108.02,Received
PO001412,SUP00037,PROD00092,2025-08-25,2025-08-31,853,75.09,Received
PO001413,SUP00024,PROD00071,2025-12-19,2026-01-22,839,97.95,In Transit
PO001414,SUP00031,PROD00464,2025-01-12,2025-02-13,948,91.99,Cancelled
PO001415,SUP00005,PROD00494,2025-02-23,2025-04-12,628,80.89,Received
PO001416,SUP00005,PROD00294,2026-05-23,2026-07-10,376,37.38,In Transit
PO001417,SUP00040,PROD00313,2025-02-26,2025-03-05,378,57.58,Received
PO001418,SUP00029,PROD00182,2025-01-03,2025-02-01,118,44.65,Received
PO001419,SUP00028,PROD00295,2025-03-24,2025-04-19,479,73.28,In Transit
PO001420,SUP00019,PROD00066,2026-02-10,2026-04-10,618,72.1,In Transit
PO001421,SUP00010,PROD00230,2026-03-04,2026-04-21,936,27.99,Received
PO001422,SUP00034,PROD00408,2026-02-24,2026-02-26,211,16.36,Received
PO001423,SUP00036,PROD00450,2025-10-29,2025-11-06,463,47.9,Received
PO001424,SUP00040,PROD00270,2026-01-26,2026-02-02,714,60.49,Received
PO001425,SUP00019,PROD00162,2025-05-24,2025-07-22,495,114.6,In Transit
PO001426,SUP00028,PROD00159,2025-03-27,2025-04-22,518,23.22,Received
PO001427,SUP00019,PROD00263,2025-04-25,2025-06-23,663,19.29,Received
PO001428,SUP00009,PROD00457,2025-02-04,2025-03-15,60,110.24,Received
PO001429,SUP00019,PROD00263,2026-03-03,2026-05-01,83,19.29,Received
PO001430,SUP00038,PROD00129,2025-02-04,2025-02-10,437,82.79,Received
PO001431,SUP00020,PROD00375,2026-01-23,2026-03-17,923,107.45,In Transit
PO001432,SUP00036,PROD00264,2025-09-18,2025-09-26,307,76.58,In Transit
PO001433,SUP00024,PROD00019,2025-07-02,2025-08-05,367,53.42,Received
PO001434,SUP00036,PROD00450,2026-03-15,2026-03-23,514,47.9,Received
PO001435,SUP00039,PROD00103,2025-12-27,2026-01-01,766,24.71,Received
PO001436,SUP00019,PROD00467,2025-10-28,2025-12-26,439,32.21,Received
PO001437,SUP00025,PROD00260,2025-01-29,2025-03-08,545,116.38,In Transit
PO001438,SUP00004,PROD00056,2025-02-18,2025-04-05,313,54.22,In Transit
PO001439,SUP00039,PROD00209,2026-06-18,2026-06-23,252,55.14,In Transit
PO001440,SUP00025,PROD00442,2026-02-02,2026-03-12,536,93.16,In Transit
PO001441,SUP00007,PROD00371,2025-09-14,2025-10-27,738,75.2,Received
PO001442,SUP00003,PROD00067,2025-07-12,2025-08-16,294,90.57,Received
PO001443,SUP00030,PROD00471,2025-10-26,2025-11-25,778,15.12,Received
PO001444,SUP00039,PROD00076,2025-08-05,2025-08-10,698,93.93,Received
PO001445,SUP00024,PROD00430,2026-06-22,2026-07-26,643,60.46,Received
PO001446,SUP00017,PROD00093,2026-02-01,2026-03-29,299,47.1,Cancelled
PO001447,SUP00033,PROD00500,2025-09-22,2025-09-24,349,5.13,Received
PO001448,SUP00039,PROD00041,2025-09-15,2025-09-20,20,11.05,Received
PO001449,SUP00031,PROD00404,2025-12-03,2026-01-04,856,98.2,Received
PO001450,SUP00023,PROD00213,2025-04-20,2025-05-18,513,45.71,Received
PO001451,SUP00002,PROD00366,2025-06-14,2025-08-06,172,51.94,Received
PO001452,SUP00031,PROD00211,2026-01-21,2026-02-22,152,15.04,Received
PO001453,SUP00009,PROD00457,2025-09-30,2025-11-08,720,110.24,Received
PO001454,SUP00017,PROD00181,2026-06-17,2026-08-12,375,66.48,Received
PO001455,SUP00001,PROD00376,2026-05-08,2026-06-13,811,54.85,Received
PO001456,SUP00005,PROD00294,2025-11-07,2025-12-25,775,37.38,In Transit
PO001457,SUP00008,PROD00355,2025-01-30,2025-03-20,588,61.75,In Transit
PO001458,SUP00038,PROD00187,2026-03-04,2026-03-10,671,11.35,Received
PO001459,SUP00010,PROD00034,2025-11-23,2026-01-10,269,4.51,In Transit
PO001460,SUP00032,PROD00420,2025-08-29,2025-10-01,383,66.43,Received
PO001461,SUP00029,PROD00393,2025-12-10,2026-01-08,861,83.05,In Transit
PO001462,SUP00022,PROD00433,2025-05-27,2025-06-27,846,66.7,Received
PO001463,SUP00023,PROD00098,2025-09-28,2025-10-26,611,65.43,In Transit
PO001464,SUP00024,PROD00019,2025-07-01,2025-08-04,892,53.42,Received
PO001465,SUP00017,PROD00341,2025-03-21,2025-05-16,119,63.74,Received
PO001466,SUP00004,PROD00108,2025-10-06,2025-11-21,515,46.01,Received
PO001467,SUP00032,PROD00064,2025-02-03,2025-03-08,725,57.24,In Transit
PO001468,SUP00033,PROD00200,2026-04-10,2026-04-12,122,51.64,Received
PO001469,SUP00032,PROD00236,2025-07-17,2025-08-19,766,68.5,Received
PO001470,SUP00029,PROD00415,2025-04-08,2025-05-07,129,89.77,Received
PO001471,SUP00024,PROD00365,2025-05-21,2025-06-24,235,26.95,Received
PO001472,SUP00005,PROD00301,2026-04-10,2026-05-28,383,38.81,In Transit
PO001473,SUP00031,PROD00300,2026-02-02,2026-03-06,514,70.93,Received
PO001474,SUP00033,PROD00317,2025-04-19,2025-04-21,543,108.02,Received
PO001475,SUP00010,PROD00082,2026-05-26,2026-07-13,741,91.06,Received
PO001476,SUP00023,PROD00459,2025-08-03,2025-08-31,907,25.39,Received
PO001477,SUP00015,PROD00202,2025-08-22,2025-10-18,923,14.2,Received
PO001478,SUP00010,PROD00034,2026-03-15,2026-05-02,479,4.51,Cancelled
PO001479,SUP00029,PROD00182,2026-06-25,2026-07-24,395,44.65,Received
PO001480,SUP00024,PROD00430,2025-04-21,2025-05-25,543,60.46,Received
PO001481,SUP00003,PROD00194,2026-06-11,2026-07-16,546,79.58,Received
PO001482,SUP00001,PROD00126,2025-06-08,2025-07-14,43,93.41,In Transit
PO001483,SUP00020,PROD00074,2025-08-21,2025-10-13,491,20.22,In Transit
PO001484,SUP00033,PROD00475,2025-07-19,2025-07-21,622,15.46,Received
PO001485,SUP00003,PROD00075,2025-06-17,2025-07-22,157,20.02,Received
PO001486,SUP00016,PROD00421,2025-01-07,2025-02-26,784,8.9,Received
PO001487,SUP00020,PROD00282,2025-07-03,2025-08-25,151,11.64,Received
PO001488,SUP00026,PROD00185,2026-01-19,2026-02-13,93,21.74,Received
PO001489,SUP00011,PROD00449,2026-01-28,2026-03-10,488,117.78,Received
PO001490,SUP00033,PROD00317,2026-02-08,2026-02-10,713,108.02,Received
PO001491,SUP00030,PROD00460,2025-08-22,2025-09-21,769,85.83,Received
PO001492,SUP00003,PROD00246,2025-02-17,2025-03-24,837,43.68,In Transit
PO001493,SUP00024,PROD00038,2025-11-30,2026-01-03,498,38.59,Received
PO001494,SUP00020,PROD00030,2026-03-28,2026-05-20,986,67.27,Received
PO001495,SUP00024,PROD00117,2025-11-26,2025-12-30,799,97.57,In Transit
PO001496,SUP00004,PROD00136,2025-09-03,2025-10-19,651,7.39,Received
PO001497,SUP00025,PROD00260,2026-07-18,2026-08-25,423,116.38,Cancelled
PO001498,SUP00003,PROD00121,2026-06-26,2026-07-31,897,72.97,Received
PO001499,SUP00008,PROD00390,2025-04-21,2025-06-09,304,84.33,Received
PO001500,SUP00003,PROD00407,2026-03-20,2026-04-24,517,8.33,Received
PO001501,SUP00025,PROD00260,2026-03-05,2026-04-12,862,116.38,Received
PO001502,SUP00003,PROD00268,2026-04-09,2026-05-14,622,88.14,In Transit
PO001503,SUP00040,PROD00270,2025-06-09,2025-06-16,923,60.49,In Transit
PO001504,SUP00029,PROD00307,2026-03-08,2026-04-06,733,115.49,Received
PO001505,SUP00011,PROD00083,2025-12-13,2026-01-23,447,95.92,Received
PO001506,SUP00032,PROD00053,2025-02-07,2025-03-12,235,7.39,In Transit
PO001507,SUP00023,PROD00155,2025-02-26,2025-03-26,197,2.98,Received
PO001508,SUP00039,PROD00116,2025-03-28,2025-04-02,114,17.71,In Transit
PO001509,SUP00030,PROD00040,2025-11-15,2025-12-15,948,105.26,In Transit
PO001510,SUP00008,PROD00169,2025-08-29,2025-10-17,970,109.98,Received
PO001511,SUP00028,PROD00461,2026-01-12,2026-02-07,732,26.16,Received
PO001512,SUP00029,PROD00274,2026-03-05,2026-04-03,939,116.04,In Transit
PO001513,SUP00009,PROD00106,2025-10-25,2025-12-03,83,28.46,Cancelled
PO001514,SUP00028,PROD00395,2025-03-24,2025-04-19,401,52.64,Received
PO001515,SUP00010,PROD00105,2025-08-01,2025-09-18,829,68.47,Received
PO001516,SUP00003,PROD00067,2025-07-01,2025-08-05,523,90.57,In Transit
PO001517,SUP00012,PROD00114,2025-12-14,2026-01-25,455,39.01,Received
PO001518,SUP00019,PROD00368,2026-02-16,2026-04-16,172,8.19,Received
PO001519,SUP00019,PROD00215,2025-08-30,2025-10-28,459,27.14,Received
PO001520,SUP00009,PROD00018,2025-03-22,2025-04-30,738,25.78,Received
PO001521,SUP00029,PROD00281,2026-02-25,2026-03-26,938,16.69,Received
PO001522,SUP00025,PROD00259,2025-05-19,2025-06-26,51,90.55,Received
PO001523,SUP00019,PROD00263,2026-05-15,2026-07-13,88,19.29,Received
PO001524,SUP00019,PROD00145,2025-03-08,2025-05-06,660,51.41,Received
PO001525,SUP00039,PROD00050,2025-04-20,2025-04-25,468,41.44,In Transit
PO001526,SUP00002,PROD00152,2025-07-07,2025-08-29,998,45.6,Received
PO001527,SUP00012,PROD00336,2026-04-28,2026-06-09,522,71.75,Received
PO001528,SUP00009,PROD00299,2025-07-23,2025-08-31,330,64.68,Received
PO001529,SUP00015,PROD00202,2026-06-08,2026-08-04,434,14.2,In Transit
PO001530,SUP00031,PROD00464,2025-07-29,2025-08-30,104,91.99,Received
PO001531,SUP00004,PROD00136,2025-09-25,2025-11-10,665,7.39,Received
PO001532,SUP00019,PROD00263,2026-03-31,2026-05-29,575,19.29,Received
PO001533,SUP00017,PROD00022,2025-11-17,2026-01-12,221,69.7,In Transit
PO001534,SUP00031,PROD00278,2026-06-16,2026-07-18,736,13.12,Received
PO001535,SUP00008,PROD00310,2025-12-01,2026-01-19,914,56.25,In Transit
PO001536,SUP00003,PROD00057,2026-05-24,2026-06-28,317,20.35,In Transit
PO001537,SUP00011,PROD00316,2026-01-25,2026-03-07,265,16.56,Received
PO001538,SUP00040,PROD00270,2025-11-06,2025-11-13,93,60.49,Received
PO001539,SUP00001,PROD00406,2025-05-23,2025-06-28,561,48.32,Received
PO001540,SUP00003,PROD00057,2025-05-22,2025-06-26,863,20.35,Received
PO001541,SUP00002,PROD00350,2025-04-16,2025-06-08,553,62.26,Received
PO001542,SUP00038,PROD00378,2026-03-26,2026-04-01,121,45.57,Received
PO001543,SUP00030,PROD00471,2025-02-15,2025-03-17,378,15.12,In Transit
PO001544,SUP00007,PROD00311,2025-04-23,2025-06-05,673,20.86,Received
PO001545,SUP00037,PROD00437,2025-09-25,2025-10-01,292,61.82,Received
PO001546,SUP00032,PROD00153,2026-03-22,2026-04-24,572,59.19,Received
PO001547,SUP00030,PROD00425,2025-03-24,2025-04-23,873,107.73,In Transit
PO001548,SUP00019,PROD00436,2025-06-16,2025-08-14,24,25.77,Received
PO001549,SUP00014,PROD00267,2026-06-04,2026-07-30,46,91.02,Received
PO001550,SUP00020,PROD00030,2026-02-21,2026-04-15,93,67.27,Received
PO001551,SUP00015,PROD00107,2025-04-04,2025-05-31,45,74.34,Received
PO001552,SUP00017,PROD00093,2025-03-06,2025-05-01,257,47.1,In Transit
PO001553,SUP00039,PROD00338,2026-05-14,2026-05-19,550,103.48,Received
PO001554,SUP00039,PROD00116,2025-11-29,2025-12-04,479,17.71,Received
PO001555,SUP00025,PROD00259,2025-08-12,2025-09-19,766,90.55,Received
PO001556,SUP00010,PROD00465,2025-10-10,2025-11-27,33,117.7,Received
PO001557,SUP00019,PROD00145,2026-02-15,2026-04-15,179,51.41,Received
PO001558,SUP00033,PROD00058,2026-01-14,2026-01-16,796,29.99,Received
PO001559,SUP00027,PROD00412,2025-08-26,2025-10-05,684,116.97,Received
PO001560,SUP00037,PROD00403,2026-05-16,2026-05-22,522,90.52,Received
PO001561,SUP00009,PROD00262,2026-06-10,2026-07-19,209,50.87,Received
PO001562,SUP00004,PROD00478,2026-05-10,2026-06-25,827,38.38,Received
PO001563,SUP00015,PROD00251,2026-04-13,2026-06-09,483,90.83,Received
PO001564,SUP00008,PROD00489,2025-10-22,2025-12-10,821,20.0,Received
PO001565,SUP00035,PROD00337,2025-02-24,2025-02-27,845,105.76,Cancelled
PO001566,SUP00029,PROD00393,2026-01-21,2026-02-19,177,83.05,Received
PO001567,SUP00037,PROD00220,2026-06-06,2026-06-12,215,56.26,Received
PO001568,SUP00003,PROD00144,2025-06-21,2025-07-26,933,69.23,Received
PO001569,SUP00011,PROD00133,2025-03-13,2025-04-23,652,8.02,Received
PO001570,SUP00032,PROD00244,2026-04-13,2026-05-16,843,106.44,Received
PO001571,SUP00017,PROD00094,2025-08-06,2025-10-01,274,82.1,Received
PO001572,SUP00036,PROD00277,2025-04-03,2025-04-11,762,15.98,Received
PO001573,SUP00030,PROD00409,2025-05-09,2025-06-08,549,44.2,Received
PO001574,SUP00018,PROD00148,2026-05-01,2026-06-08,481,40.81,Received
PO001575,SUP00027,PROD00078,2026-04-24,2026-06-03,658,17.58,Received
PO001576,SUP00036,PROD00264,2025-12-21,2025-12-29,587,76.58,Received
PO001577,SUP00033,PROD00085,2025-12-09,2025-12-11,772,92.8,Received
PO001578,SUP00035,PROD00444,2025-08-26,2025-08-29,285,109.39,Received
PO001579,SUP00030,PROD00471,2025-09-10,2025-10-10,83,15.12,Received
PO001580,SUP00012,PROD00336,2026-02-04,2026-03-18,582,71.75,Cancelled
PO001581,SUP00007,PROD00015,2025-02-17,2025-04-01,509,59.5,Received
PO001582,SUP00036,PROD00346,2025-03-22,2025-03-30,656,104.62,Cancelled
PO001583,SUP00015,PROD00202,2025-08-13,2025-10-09,450,14.2,Received
PO001584,SUP00013,PROD00237,2025-07-01,2025-08-05,786,82.87,Received
PO001585,SUP00030,PROD00476,2025-06-13,2025-07-13,140,23.1,Received
PO001586,SUP00029,PROD00418,2025-03-12,2025-04-10,28,64.11,Received
PO001587,SUP00004,PROD00214,2026-01-04,2026-02-19,26,61.41,In Transit
PO001588,SUP00009,PROD00457,2025-10-31,2025-12-09,578,110.24,In Transit
PO001589,SUP00029,PROD00232,2025-07-11,2025-08-09,362,89.14,Received
PO001590,SUP00031,PROD00278,2026-06-14,2026-07-16,869,13.12,Received
PO001591,SUP00001,PROD00147,2025-01-05,2025-02-10,341,77.82,Received
PO001592,SUP00002,PROD00350,2026-04-03,2026-05-26,45,62.26,Received
PO001593,SUP00014,PROD00267,2026-02-03,2026-03-31,216,91.02,Received
PO001594,SUP00026,PROD00185,2025-08-10,2025-09-04,809,21.74,Cancelled
PO001595,SUP00040,PROD00221,2025-04-18,2025-04-25,212,15.25,Received
PO001596,SUP00018,PROD00238,2026-04-19,2026-05-27,863,84.52,Received
PO001597,SUP00002,PROD00210,2025-03-21,2025-05-13,517,11.86,Received
PO001598,SUP00004,PROD00214,2025-09-30,2025-11-15,164,61.41,Received
PO001599,SUP00004,PROD00010,2026-07-16,2026-08-31,711,35.43,Received
PO001600,SUP00031,PROD00404,2025-08-01,2025-09-02,265,98.2,Received
PO001601,SUP00026,PROD00190,2026-03-16,2026-04-10,179,46.44,Received
PO001602,SUP00032,PROD00012,2026-06-26,2026-07-29,913,66.1,Received
PO001603,SUP00038,PROD00378,2025-10-24,2025-10-30,583,45.57,Received
PO001604,SUP00012,PROD00438,2025-06-19,2025-07-31,358,29.08,Received
PO001605,SUP00008,PROD00248,2026-01-13,2026-03-03,584,15.43,Cancelled
PO001606,SUP00012,PROD00416,2025-08-09,2025-09-20,632,68.25,Received
PO001607,SUP00007,PROD00429,2026-06-03,2026-07-16,394,92.65,Received
PO001608,SUP00009,PROD00061,2025-04-25,2025-06-03,877,103.11,Received
PO001609,SUP00012,PROD00438,2025-04-04,2025-05-16,91,29.08,In Transit
PO001610,SUP00022,PROD00219,2025-10-12,2025-11-12,530,43.1,Cancelled
PO001611,SUP00035,PROD00337,2025-08-27,2025-08-30,757,105.76,Received
PO001612,SUP00013,PROD00011,2025-05-02,2025-06-06,275,102.15,Received
PO001613,SUP00034,PROD00048,2025-09-30,2025-10-02,370,81.98,In Transit
PO001614,SUP00025,PROD00385,2025-06-06,2025-07-14,882,54.67,In Transit
PO001615,SUP00003,PROD00407,2026-02-27,2026-04-03,970,8.33,Received
PO001616,SUP00007,PROD00454,2025-11-24,2026-01-06,216,83.65,Cancelled
PO001617,SUP00010,PROD00296,2025-01-10,2025-02-27,369,5.44,In Transit
PO001618,SUP00003,PROD00091,2026-03-02,2026-04-06,188,35.39,Received
PO001619,SUP00013,PROD00237,2025-02-26,2025-04-02,410,82.87,Received
PO001620,SUP00023,PROD00016,2026-06-22,2026-07-20,244,17.31,Received
PO001621,SUP00017,PROD00189,2025-02-04,2025-04-01,730,8.19,In Transit
PO001622,SUP00039,PROD00477,2026-03-26,2026-03-31,598,106.27,Received
PO001623,SUP00033,PROD00349,2025-08-10,2025-08-12,772,114.5,In Transit
PO001624,SUP00002,PROD00325,2026-04-28,2026-06-20,441,42.02,Received
PO001625,SUP00004,PROD00056,2025-07-11,2025-08-26,37,54.22,Received
PO001626,SUP00020,PROD00030,2025-01-26,2025-03-20,45,67.27,Received
PO001627,SUP00023,PROD00170,2025-08-09,2025-09-06,597,116.77,Received
PO001628,SUP00023,PROD00353,2026-03-02,2026-03-30,412,110.39,Received
PO001629,SUP00005,PROD00301,2025-06-28,2025-08-15,301,38.81,Received
PO001630,SUP00003,PROD00091,2026-01-21,2026-02-25,873,35.39,Received
PO001631,SUP00023,PROD00345,2025-01-03,2025-01-31,385,115.31,In Transit
PO001632,SUP00020,PROD00241,2026-01-22,2026-03-16,705,68.68,Received
PO001633,SUP00027,PROD00149,2025-10-22,2025-12-01,419,113.69,Received
PO001634,SUP00032,PROD00286,2025-04-17,2025-05-20,579,90.58,In Transit
PO001635,SUP00035,PROD00331,2025-11-09,2025-11-12,416,90.19,Received
PO001636,SUP00017,PROD00224,2025-12-17,2026-02-11,480,51.76,Received
PO001637,SUP00002,PROD00152,2025-06-10,2025-08-02,222,45.6,In Transit
PO001638,SUP00040,PROD00397,2026-03-14,2026-03-21,979,64.22,Received
PO001639,SUP00031,PROD00404,2026-04-16,2026-05-18,457,98.2,Received
PO001640,SUP00037,PROD00403,2025-05-04,2025-05-10,77,90.52,Received
PO001641,SUP00009,PROD00340,2026-01-25,2026-03-05,506,70.3,Received
PO001642,SUP00032,PROD00244,2025-09-02,2025-10-05,225,106.44,In Transit
PO001643,SUP00026,PROD00208,2025-06-05,2025-06-30,41,103.96,In Transit
PO001644,SUP00020,PROD00347,2026-03-28,2026-05-20,773,54.96,Received
PO001645,SUP00022,PROD00497,2025-05-30,2025-06-30,489,27.32,Received
PO001646,SUP00015,PROD00233,2025-11-30,2026-01-26,314,68.6,In Transit
PO001647,SUP00025,PROD00385,2026-06-12,2026-07-20,737,54.67,Received
PO001648,SUP00016,PROD00443,2025-09-24,2025-11-13,886,79.89,Received
PO001649,SUP00024,PROD00229,2025-09-01,2025-10-05,279,85.21,Received
PO001650,SUP00033,PROD00200,2025-08-28,2025-08-30,108,51.64,Received
PO001651,SUP00026,PROD00052,2026-01-31,2026-02-25,976,26.45,Received
PO001652,SUP00034,PROD00046,2025-01-10,2025-01-12,199,26.62,In Transit
PO001653,SUP00008,PROD00073,2025-03-24,2025-05-12,880,43.32,Received
PO001654,SUP00032,PROD00064,2025-08-01,2025-09-03,549,57.24,Received
PO001655,SUP00032,PROD00244,2026-06-06,2026-07-09,687,106.44,Received
PO001656,SUP00020,PROD00074,2025-10-13,2025-12-05,507,20.22,In Transit
PO001657,SUP00036,PROD00485,2025-02-10,2025-02-18,659,69.0,In Transit
PO001658,SUP00005,PROD00188,2025-09-01,2025-10-19,458,97.66,Received
PO001659,SUP00024,PROD00117,2026-06-17,2026-07-21,514,97.57,Received
PO001660,SUP00008,PROD00169,2025-01-22,2025-03-12,995,109.98,Received
PO001661,SUP00022,PROD00360,2025-01-28,2025-02-28,518,91.97,In Transit
PO001662,SUP00009,PROD00018,2026-02-24,2026-04-04,123,25.78,Received
PO001663,SUP00024,PROD00117,2025-06-13,2025-07-17,254,97.57,Received
PO001664,SUP00008,PROD00355,2025-02-06,2025-03-27,562,61.75,Received
PO001665,SUP00027,PROD00412,2026-06-27,2026-08-06,448,116.97,In Transit
PO001666,SUP00009,PROD00455,2025-04-09,2025-05-18,623,73.64,In Transit
PO001667,SUP00013,PROD00335,2025-12-04,2026-01-08,209,116.36,Received
PO001668,SUP00023,PROD00440,2026-05-13,2026-06-10,337,102.41,Received
PO001669,SUP00004,PROD00001,2026-07-16,2026-08-31,424,96.92,Received
PO001670,SUP00016,PROD00110,2025-03-07,2025-04-26,189,38.98,Received
PO001671,SUP00008,PROD00489,2026-02-15,2026-04-05,118,20.0,In Transit
PO001672,SUP00022,PROD00497,2026-02-28,2026-03-31,864,27.32,In Transit
PO001673,SUP00004,PROD00234,2025-01-25,2025-03-12,607,90.25,In Transit
PO001674,SUP00017,PROD00451,2025-01-22,2025-03-19,783,77.45,Received
PO001675,SUP00032,PROD00297,2025-02-21,2025-03-26,234,43.07,Received
PO001676,SUP00021,PROD00198,2025-08-22,2025-09-19,458,29.48,Received
PO001677,SUP00031,PROD00228,2026-06-03,2026-07-05,808,19.85,Cancelled
PO001678,SUP00005,PROD00188,2025-12-07,2026-01-24,619,97.66,Received
PO001679,SUP00016,PROD00051,2025-02-13,2025-04-04,604,34.94,Received
PO001680,SUP00027,PROD00212,2025-04-18,2025-05-28,723,26.65,In Transit
PO001681,SUP00008,PROD00178,2026-04-29,2026-06-17,781,8.42,Received
PO001682,SUP00022,PROD00292,2026-03-24,2026-04-24,403,22.67,Received
PO001683,SUP00018,PROD00257,2025-05-30,2025-07-07,506,71.31,In Transit
PO001684,SUP00031,PROD00278,2025-06-22,2025-07-24,416,13.12,Received
PO001685,SUP00033,PROD00500,2026-05-20,2026-05-22,468,5.13,In Transit
PO001686,SUP00037,PROD00128,2025-01-24,2025-01-30,497,104.87,Received
PO001687,SUP00032,PROD00039,2025-02-01,2025-03-06,389,91.95,Received
PO001688,SUP00033,PROD00196,2025-03-09,2025-03-11,801,71.31,Received
PO001689,SUP00033,PROD00500,2025-12-03,2025-12-05,170,5.13,Received
PO001690,SUP00004,PROD00478,2025-02-14,2025-04-01,796,38.38,Received
PO001691,SUP00005,PROD00414,2025-12-17,2026-02-03,470,34.42,Received
PO001692,SUP00027,PROD00149,2025-10-26,2025-12-05,345,113.69,In Transit
PO001693,SUP00019,PROD00467,2026-01-29,2026-03-29,821,32.21,Received
PO001694,SUP00031,PROD00228,2025-07-19,2025-08-20,36,19.85,Received
PO001695,SUP00023,PROD00155,2025-05-15,2025-06-12,338,2.98,Received
PO001696,SUP00029,PROD00240,2026-04-06,2026-05-05,469,13.56,Cancelled
PO001697,SUP00023,PROD00359,2025-03-03,2025-03-31,35,119.24,Cancelled
PO001698,SUP00032,PROD00405,2026-06-02,2026-07-05,948,53.12,Received
PO001699,SUP00039,PROD00041,2026-03-20,2026-03-25,156,11.05,Received
PO001700,SUP00036,PROD00450,2025-05-18,2025-05-26,716,47.9,Received
PO001701,SUP00017,PROD00181,2025-06-26,2025-08-21,834,66.48,Cancelled
PO001702,SUP00040,PROD00087,2026-06-12,2026-06-19,894,69.7,Received
PO001703,SUP00021,PROD00198,2026-04-25,2026-05-23,127,29.48,In Transit
PO001704,SUP00006,PROD00261,2026-06-30,2026-08-17,326,108.12,Received
PO001705,SUP00019,PROD00204,2026-01-15,2026-03-15,305,77.04,In Transit
PO001706,SUP00030,PROD00476,2025-03-16,2025-04-15,197,23.1,Received
PO001707,SUP00001,PROD00283,2025-11-23,2025-12-29,71,42.24,In Transit
PO001708,SUP00020,PROD00347,2026-05-19,2026-07-11,583,54.96,Received
PO001709,SUP00026,PROD00298,2026-01-09,2026-02-03,265,97.84,Received
PO001710,SUP00014,PROD00138,2025-06-13,2025-08-08,947,97.02,Received
PO001711,SUP00038,PROD00193,2025-10-08,2025-10-14,515,58.58,Received
PO001712,SUP00005,PROD00002,2026-01-02,2026-02-19,998,98.54,Received
PO001713,SUP00039,PROD00041,2025-01-16,2025-01-21,86,11.05,Received
PO001714,SUP00008,PROD00169,2026-02-23,2026-04-13,775,109.98,Received
PO001715,SUP00007,PROD00411,2026-02-01,2026-03-16,637,91.38,Cancelled
PO001716,SUP00009,PROD00299,2025-02-13,2025-03-24,89,64.68,Received
PO001717,SUP00007,PROD00371,2026-03-10,2026-04-22,347,75.2,In Transit
