shipment_id,purchase_order_id,origin_country,destination_country,shipment_date,estimated_arrival_date,actual_arrival_date,shipping_method,freight_cost,import_duty,other_import_cost,shipment_status
SHIP000888,PO001786,India,UK,2026-07-24,2026-08-16,2026-08-19,Air Freight,4260.56,622.24,418.1,Delayed
SHIP000889,PO001859,UK,UK,2026-04-29,2026-05-04,2026-05-04,Courier,4659.53,0.0,174.37,Delivered
SHIP000890,PO000748,China,UK,2025-11-04,2025-12-18,2025-12-18,Air Freight,3731.81,307.44,319.32,Delivered
SHIP000891,PO001111,UK,UK,2025-02-24,2025-02-25,2025-02-25,Courier,4557.52,0.0,61.82,Delivered
SHIP000892,PO000203,UK,UK,2026-05-15,2026-05-22,2026-05-22,Road Freight,4684.0,0.0,99.96,Delivered
SHIP000893,PO000464,China,UK,2026-07-23,2026-09-07,2026-09-07,Air Freight,4434.15,631.55,335.36,Delivered
SHIP000894,PO000602,UK,UK,2025-07-08,2025-07-04,2025-07-04,Road Freight,2815.78,0.0,330.2,Delivered
SHIP000895,PO000529,China,UK,2026-03-16,2026-04-24,2026-04-24,Rail Freight,4444.82,1468.3,127.27,Delivered
SHIP000896,PO000636,India,UK,2025-12-19,2026-01-18,2026-01-18,Sea Freight,4452.12,930.97,121.24,Delivered
SHIP000897,PO001175,India,UK,2025-07-19,2025-08-17,2025-08-18,Air Freight,4736.88,1173.79,310.94,Delivered
SHIP000898,PO001378,China,UK,2026-03-12,2026-05-05,2026-05-05,Air Freight,116.22,1073.91,150.42,Delivered
SHIP000899,PO001980,UK,UK,2026-06-19,2026-06-19,2026-06-20,Courier,2430.59,0.0,471.43,Delivered
SHIP000900,PO000890,UK,UK,2025-06-16,2025-06-22,2025-06-25,Road Freight,752.88,0.0,365.65,Delivered
SHIP000901,PO000004,India,UK,2025-02-24,2025-03-22,2025-03-22,Sea Freight,2309.33,1469.54,89.14,Delivered
SHIP000902,PO001151,India,UK,2025-05-12,2025-06-01,2025-06-01,Air Freight,4523.32,483.45,231.24,Delivered
SHIP000903,PO001293,China,UK,2026-06-11,2026-07-28,2026-07-29,Air Freight,3705.07,457.08,80.19,Delivered
SHIP000904,PO000492,China,UK,2025-05-28,2025-07-14,2025-07-17,Sea Freight,2107.71,1477.77,309.88,Delivered
SHIP000905,PO000339,India,UK,2025-04-28,2025-05-23,2025-05-24,Air Freight,3240.92,148.49,203.34,Delayed
SHIP000906,PO000006,China,UK,2025-08-12,2025-09-27,2025-09-27,Air Freight,3894.7,1451.78,150.35,Delivered
SHIP000907,PO000234,China,UK,2025-08-01,2025-09-04,2025-09-05,Sea Freight,1256.46,1141.89,447.45,Delayed
SHIP000908,PO000575,India,UK,2025-11-17,2025-12-14,2025-12-15,Air Freight,1010.97,1227.88,425.72,Delivered
SHIP000909,PO000240,China,UK,2025-05-12,2025-07-03,2025-07-03,Sea Freight,2806.2,466.44,332.54,Delivered
SHIP000910,PO000045,China,UK,2025-12-02,2026-01-20,2026-01-27,Air Freight,3273.97,934.15,366.76,Delayed
SHIP000911,PO000569,China,UK,2026-05-13,2026-06-27,2026-06-27,Air Freight,4926.4,269.32,213.37,Delivered
SHIP000912,PO000256,China,UK,2025-05-18,2025-07-13,2025-07-13,Sea Freight,684.78,698.59,244.48,Delivered
SHIP000913,PO000948,UK,UK,2025-02-16,2025-02-15,2025-02-15,Courier,3752.92,0.0,355.67,Delivered
SHIP000914,PO001133,China,UK,2025-05-21,2025-07-02,2025-07-02,Rail Freight,4598.32,383.81,483.65,Delivered
SHIP000915,PO000144,India,UK,2025-09-23,2025-10-22,2025-10-22,Air Freight,4332.38,366.95,170.83,Delivered
SHIP000916,PO001195,UK,UK,2025-07-10,2025-07-10,2025-07-10,Courier,608.73,0.0,143.87,Delivered
SHIP000917,PO001758,UK,UK,2026-01-20,2026-01-23,2026-01-23,Courier,2992.97,0.0,91.93,Delivered
SHIP000918,PO001571,China,UK,2025-08-10,2025-10-01,2025-10-08,Air Freight,2516.43,204.19,190.31,Delayed
SHIP000919,PO000973,India,UK,2025-11-05,2025-12-03,2025-12-06,Sea Freight,2903.78,502.84,368.28,Delivered
SHIP000920,PO000872,China,UK,2025-04-18,2025-05-17,2025-05-17,Rail Freight,2973.35,581.41,140.89,Delivered
SHIP000921,PO000470,China,UK,2026-04-30,2026-06-16,2026-06-23,Rail Freight,2935.65,404.3,136.99,Delayed
SHIP000922,PO000886,China,UK,2025-10-13,2025-12-03,2025-12-03,Sea Freight,3640.44,1482.3,335.57,Delivered
SHIP000923,PO001911,China,UK,2026-02-22,2026-04-08,2026-04-15,Air Freight,2266.62,485.35,279.34,Delayed
SHIP000924,PO001964,China,UK,2025-01-25,2025-03-10,2025-03-10,Sea Freight,1480.55,286.06,300.81,Delivered
SHIP000925,PO001157,UK,UK,2025-12-03,2025-12-04,2025-12-07,Road Freight,4854.33,0.0,171.75,Delayed
SHIP000926,PO001828,India,UK,2025-04-30,2025-05-31,2025-05-31,Sea Freight,3588.32,171.31,236.48,Delivered
SHIP000927,PO000610,China,UK,2025-09-04,2025-10-26,2025-10-27,Rail Freight,3146.05,909.7,254.21,Delivered
SHIP000928,PO001766,UK,UK,2025-03-22,2025-03-20,2025-03-20,Road Freight,3514.1,0.0,287.37,Delivered
SHIP000929,PO001967,UK,UK,2025-09-13,2025-09-10,2025-09-11,Courier,4562.05,0.0,242.58,Delivered
SHIP000930,PO000694,China,UK,2026-03-30,2026-05-21,2026-05-21,Sea Freight,4105.87,1385.02,335.05,Delivered
SHIP000931,PO000460,China,UK,2025-10-01,2025-11-03,2025-11-04,Rail Freight,3910.89,789.35,209.88,Delayed
SHIP000932,PO001856,UK,UK,2025-05-14,2025-05-16,2025-05-16,Road Freight,1921.83,0.0,395.4,Delivered
SHIP000933,PO000396,India,UK,2025-04-23,2025-05-17,2025-05-18,Air Freight,618.64,299.01,410.71,Delayed
SHIP000934,PO001473,India,UK,2026-02-06,2026-03-06,2026-03-09,Air Freight,188.14,1359.24,323.33,Delayed
SHIP000935,PO001651,India,UK,2026-02-06,2026-02-25,2026-02-25,Sea Freight,1808.25,339.04,385.17,Delivered
SHIP000936,PO000332,China,UK,2025-04-15,2025-06-06,2025-06-06,Air Freight,3318.09,879.87,498.94,Delivered
SHIP000937,PO000466,China,UK,2025-11-06,2025-12-21,2025-12-21,Air Freight,2209.9,1186.47,411.93,Delivered
SHIP000938,PO001147,UK,UK,2025-03-21,2025-03-19,2025-03-19,Courier,3571.14,0.0,327.85,Delivered
SHIP000939,PO000337,India,UK,2025-12-30,2026-01-23,2026-01-23,Air Freight,4619.02,601.82,455.31,Delivered
SHIP000940,PO000297,China,UK,2025-09-09,2025-10-21,2025-10-22,Sea Freight,1766.18,854.48,157.77,Delivered
SHIP000941,PO001469,India,UK,2025-07-24,2025-08-19,2025-08-20,Sea Freight,4932.21,912.88,467.81,Delivered
SHIP000942,PO001194,India,UK,2025-07-19,2025-08-22,2025-08-23,Air Freight,3366.32,458.49,196.53,Delayed
SHIP000943,PO001502,China,UK,2026-04-12,2026-05-14,2026-05-14,Air Freight,2880.44,533.84,488.37,Delivered
SHIP000944,PO000448,China,UK,2025-09-30,2025-11-17,2025-11-17,Sea Freight,1482.77,609.47,444.04,Delivered
SHIP000945,PO000581,China,UK,2025-12-10,2026-01-16,2026-01-19,Rail Freight,362.31,1009.71,368.48,Delayed
SHIP000946,PO000624,India,UK,2026-06-09,2026-07-17,2026-07-24,Air Freight,2442.05,1103.25,413.38,Delayed
SHIP000947,PO001961,India,UK,2026-04-13,2026-05-05,2026-05-05,Air Freight,762.0,202.57,70.76,Delivered
SHIP000948,PO000387,UK,UK,2026-07-24,2026-07-28,2026-07-28,Road Freight,4080.74,0.0,330.57,Delivered
SHIP000949,PO001485,China,UK,2025-06-24,2025-07-22,2025-07-22,Sea Freight,3035.92,1499.83,135.43,Delivered
SHIP000950,PO001551,China,UK,2025-04-08,2025-05-31,2025-05-31,Air Freight,678.3,777.39,84.05,Delivered
SHIP000951,PO001746,UK,UK,2025-07-27,2025-07-25,2025-07-26,Courier,2727.71,0.0,92.29,Delivered
SHIP000952,PO001173,China,UK,2025-06-20,2025-07-20,2025-07-20,Rail Freight,4339.27,1427.94,454.68,Delivered
SHIP000953,PO001627,India,UK,2025-08-12,2025-09-06,2025-09-06,Air Freight,4370.37,1329.3,103.04,Delivered
SHIP000954,PO001921,India,UK,2026-05-27,2026-06-22,2026-06-22,Air Freight,175.33,517.91,230.25,Delivered
SHIP000955,PO000239,China,UK,2025-03-30,2025-05-12,2025-05-12,Air Freight,2185.57,1210.12,169.86,Delivered
SHIP000956,PO001117,UK,UK,2026-02-22,2026-02-28,2026-03-03,Courier,1464.94,0.0,478.34,Delayed
SHIP000957,PO001208,India,UK,2025-12-16,2026-01-12,2026-01-13,Sea Freight,3341.25,1345.74,497.67,Delivered
SHIP000958,PO001328,China,UK,2025-02-09,2025-03-18,2025-03-25,Rail Freight,3945.63,535.08,485.53,Delayed
SHIP000959,PO001097,India,UK,2025-05-11,2025-06-05,2025-06-06,Air Freight,4556.87,1318.74,176.86,Delivered
SHIP000960,PO000072,China,UK,2025-06-17,2025-07-20,2025-07-21,Air Freight,975.31,1014.7,139.52,Delivered
SHIP000961,PO000414,China,UK,2025-01-30,2025-03-20,2025-03-21,Air Freight,718.3,479.75,255.94,Delayed
SHIP000962,PO000608,India,UK,2026-02-27,2026-03-26,2026-03-27,Sea Freight,1589.54,1359.68,239.22,Delivered
SHIP000963,PO000030,UK,UK,2026-07-09,2026-07-07,2026-07-14,Road Freight,4896.32,0.0,230.28,Delivered
SHIP000964,PO000222,India,UK,2026-06-30,2026-07-21,2026-07-21,Sea Freight,2364.54,668.96,98.62,Delivered
SHIP000965,PO001535,China,UK,2025-12-08,2026-01-19,2026-01-19,Sea Freight,4645.97,1133.65,468.04,Delivered
SHIP000966,PO000153,China,UK,2025-06-30,2025-08-13,2025-08-20,Air Freight,1135.8,132.5,492.74,Delayed
SHIP000967,PO000563,India,UK,2025-02-24,2025-03-21,2025-03-21,Sea Freight,4182.94,1327.08,493.74,Delivered
SHIP000968,PO000850,India,UK,2025-01-13,2025-02-09,2025-02-09,Sea Freight,3763.56,485.77,459.68,Delivered
SHIP000969,PO001119,India,UK,2026-04-17,2026-05-14,2026-05-14,Sea Freight,2053.29,367.66,267.29,Delivered
SHIP000970,PO001063,China,UK,2026-07-01,2026-07-30,2026-07-30,Rail Freight,4579.83,1231.22,294.53,Delivered
SHIP000971,PO000091,China,UK,2026-03-27,2026-05-11,2026-05-11,Sea Freight,1280.74,1116.79,76.54,Delivered
SHIP000972,PO001808,India,UK,2025-02-13,2025-03-07,2025-03-07,Sea Freight,3470.44,1012.11,227.91,Delivered
SHIP000973,PO000287,India,UK,2025-07-09,2025-08-01,2025-08-01,Air Freight,3176.38,632.87,338.38,Delivered
SHIP000974,PO001008,UK,UK,2025-06-20,2025-06-20,2025-06-20,Road Freight,860.93,0.0,350.56,Delivered
SHIP000975,PO001676,India,UK,2025-08-28,2025-09-19,2025-09-19,Air Freight,3341.58,1116.6,69.15,Delivered
SHIP000976,PO001187,China,UK,2025-03-25,2025-05-02,2025-05-02,Air Freight,4762.47,838.22,321.19,Delivered
SHIP000977,PO001061,India,UK,2025-12-17,2026-01-16,2026-01-16,Sea Freight,2861.21,1109.0,384.46,Delivered
SHIP000978,PO001810,UK,UK,2026-05-06,2026-05-08,2026-05-08,Road Freight,2461.46,0.0,468.18,Delivered
SHIP000979,PO000663,India,UK,2025-12-22,2026-01-18,2026-01-21,Sea Freight,1170.79,495.42,296.17,Delayed
SHIP000980,PO001894,India,UK,2026-01-25,2026-03-05,2026-03-05,Air Freight,4655.03,792.82,474.44,Delivered
SHIP000981,PO001871,China,UK,2026-02-10,2026-04-05,2026-04-08,Sea Freight,3732.79,372.34,428.96,Delivered
SHIP000982,PO001051,China,UK,2026-01-23,2026-03-13,2026-03-13,Sea Freight,409.48,828.24,102.41,Delivered
SHIP000983,PO001369,UK,UK,2025-09-17,2025-09-17,2025-09-20,Road Freight,2140.73,0.0,168.56,Delivered
SHIP000984,PO001146,China,UK,2026-03-09,2026-05-01,2026-05-04,Air Freight,2003.08,505.4,468.12,Delivered
SHIP000985,PO000531,India,UK,2025-02-01,2025-02-25,2025-03-04,Sea Freight,4088.56,1392.75,211.38,Delivered
SHIP000986,PO000288,China,UK,2025-06-13,2025-07-25,2025-07-26,Air Freight,1376.01,511.26,57.74,Delivered
SHIP000987,PO000533,India,UK,2025-11-26,2025-12-19,2025-12-19,Air Freight,4485.82,405.0,491.26,Delivered
SHIP000988,PO001313,India,UK,2026-01-27,2026-02-22,2026-02-22,Sea Freight,789.19,1333.31,487.01,Delivered
SHIP000989,PO000381,China,UK,2025-12-07,2026-01-19,2026-01-20,Sea Freight,4147.4,1118.42,67.31,Delivered
SHIP000990,PO001613,UK,UK,2025-10-06,2025-10-02,2025-10-02,Road Freight,249.76,0.0,326.52,Delivered
SHIP000991,PO001154,China,UK,2026-01-18,2026-03-05,2026-03-05,Rail Freight,1921.68,1076.53,292.66,Delivered
SHIP000992,PO000655,China,UK,2025-01-14,2025-02-23,2025-03-09,Rail Freight,1679.11,354.14,142.09,Delayed
SHIP000993,PO000003,UK,UK,2025-05-02,2025-05-02,2025-05-02,Road Freight,1590.06,0.0,192.47,Delivered
SHIP000994,PO000007,UK,UK,2025-06-04,2025-06-07,2025-06-21,Road Freight,4182.39,0.0,454.76,Delivered
SHIP000995,PO001922,China,UK,2025-07-12,2025-08-19,2025-08-20,Rail Freight,4647.1,590.49,321.97,Delayed
SHIP000996,PO000328,China,UK,2025-09-01,2025-10-15,2025-10-15,Sea Freight,668.86,1437.08,364.59,Delivered
SHIP000997,PO001699,UK,UK,2026-03-27,2026-03-25,2026-03-26,Courier,952.83,0.0,253.84,Delayed
SHIP000998,PO001065,China,UK,2025-06-09,2025-07-24,2025-07-24,Air Freight,4687.38,1250.65,246.56,Delivered
SHIP000999,PO000698,China,UK,2025-02-20,2025-04-03,2025-04-04,Air Freight,2474.85,643.6,289.18,Delayed
SHIP001000,PO000383,UK,UK,2025-02-12,2025-02-16,2025-02-16,Road Freight,2236.95,0.0,498.25,Delivered
SHIP001001,PO001970,China,UK,2025-07-22,2025-09-16,2025-09-16,Sea Freight,4916.29,286.32,304.14,Delivered
SHIP001002,PO000227,China,UK,2025-03-26,2025-04-30,2025-04-30,Air Freight,4572.78,1462.22,198.43,Delivered
SHIP001003,PO000083,India,UK,2026-07-15,2026-08-11,2026-08-11,Air Freight,3108.78,126.48,150.62,Delivered
SHIP001004,PO001039,India,UK,2025-09-04,2025-09-30,2025-10-03,Sea Freight,475.67,978.46,337.14,Delayed
SHIP001005,PO000033,China,UK,2025-08-12,2025-09-28,2025-10-01,Sea Freight,2618.77,248.57,146.49,Delivered
SHIP001006,PO001785,China,UK,2025-07-10,2025-08-15,2025-08-15,Air Freight,2364.12,781.92,339.11,Delivered
SHIP001007,PO000551,China,UK,2026-04-27,2026-06-14,2026-06-14,Sea Freight,1016.8,127.44,232.23,Delivered
SHIP001008,PO001837,India,UK,2025-09-19,2025-10-16,2025-10-17,Air Freight,3952.75,722.27,277.97,Delivered
SHIP001009,PO000061,China,UK,2026-01-10,2026-03-02,2026-03-02,Air Freight,4831.74,915.13,485.3,Delivered
SHIP001010,PO000671,China,UK,2025-05-24,2025-07-08,2025-07-08,Air Freight,2077.61,1294.6,302.9,Delivered
SHIP001011,PO000319,China,UK,2025-04-24,2025-05-22,2025-05-22,Air Freight,1778.37,1481.37,439.68,Delivered
SHIP001012,PO000752,UK,UK,2025-01-13,2025-01-16,2025-01-19,Courier,2799.07,0.0,459.98,Delayed
SHIP001013,PO000724,India,UK,2025-01-17,2025-02-23,2025-02-23,Sea Freight,3346.31,203.89,294.0,Delivered
SHIP001014,PO001564,China,UK,2025-10-29,2025-12-10,2025-12-10,Sea Freight,3430.07,1239.65,496.21,Delivered
SHIP001015,PO001358,UK,UK,2025-09-04,2025-09-02,2025-09-09,Courier,598.09,0.0,306.83,Delayed
SHIP001016,PO000657,UK,UK,2026-03-22,2026-03-25,2026-03-28,Courier,4774.5,0.0,68.6,Delivered
SHIP001017,PO000008,China,UK,2026-05-06,2026-06-10,2026-06-13,Air Freight,359.48,1253.27,231.41,Delayed
SHIP001018,PO000271,China,UK,2025-09-21,2025-10-25,2025-10-25,Air Freight,4975.6,796.47,118.18,Delivered
SHIP001019,PO000842,India,UK,2025-05-19,2025-06-19,2025-06-26,Air Freight,1086.66,645.99,328.22,Delivered
SHIP001020,PO000031,China,UK,2026-07-27,2026-09-05,2026-09-19,Sea Freight,3226.4,440.84,101.7,Delayed
SHIP001021,PO000354,India,UK,2025-08-15,2025-09-09,2025-09-09,Air Freight,533.36,1311.84,220.83,Delivered
SHIP001022,PO000601,China,UK,2025-09-08,2025-10-25,2025-10-25,Air Freight,1048.47,352.2,485.5,Delivered
SHIP001023,PO000053,China,UK,2026-04-13,2026-05-30,2026-06-13,Air Freight,2675.01,885.53,206.36,Delayed
SHIP001024,PO001641,China,UK,2026-01-30,2026-03-05,2026-03-12,Sea Freight,4668.71,1406.24,116.62,Delivered
SHIP001025,PO000113,China,UK,2025-10-03,2025-11-24,2025-11-24,Rail Freight,1261.75,300.41,124.86,Delivered
SHIP001026,PO000367,India,UK,2026-06-12,2026-07-08,2026-07-09,Air Freight,4161.31,698.33,126.11,Delayed
SHIP001027,PO000251,India,UK,2025-02-13,2025-03-06,2025-03-06,Sea Freight,963.96,671.82,382.47,Delivered
SHIP001028,PO000224,UK,UK,2026-07-28,2026-07-29,2026-07-29,Road Freight,1951.98,0.0,307.44,Delivered
SHIP001029,PO001255,China,UK,2025-10-19,2025-11-23,2025-11-23,Sea Freight,2899.71,1445.4,354.69,Delivered
SHIP001030,PO001140,India,UK,2026-02-08,2026-03-07,2026-03-07,Sea Freight,365.78,462.56,80.75,Delivered
SHIP001031,PO000832,UK,UK,2026-03-25,2026-04-01,2026-04-08,Courier,3547.66,0.0,63.04,Delivered
SHIP001032,PO001122,India,UK,2026-03-20,2026-04-16,2026-04-16,Air Freight,2917.73,203.98,430.33,Delivered
SHIP001033,PO001672,India,UK,2026-03-07,2026-03-31,2026-04-03,Air Freight,1311.67,959.4,428.5,Delivered
SHIP001034,PO000549,China,UK,2026-04-27,2026-06-08,2026-06-08,Sea Freight,2318.74,144.44,76.0,Delivered
SHIP001035,PO000244,China,UK,2025-06-28,2025-08-05,2025-08-05,Sea Freight,713.48,352.67,141.61,Delivered
SHIP001036,PO000677,UK,UK,2026-01-18,2026-01-22,2026-01-22,Road Freight,146.63,0.0,240.95,Delivered
SHIP001037,PO001506,India,UK,2025-02-08,2025-03-12,2025-03-15,Air Freight,4748.71,676.97,371.62,Delivered
SHIP001038,PO000559,China,UK,2025-03-16,2025-04-23,2025-04-23,Sea Freight,2830.05,1218.07,278.23,Delivered
SHIP001039,PO001507,India,UK,2025-03-02,2025-03-26,2025-03-26,Sea Freight,731.0,264.4,86.98,Delivered
SHIP001040,PO000634,India,UK,2026-01-01,2026-01-25,2026-01-25,Air Freight,218.69,598.16,161.13,Delivered
SHIP001041,PO001214,India,UK,2026-02-05,2026-03-01,2026-03-04,Air Freight,1141.01,323.08,430.23,Delayed
SHIP001042,PO001301,India,UK,2026-02-25,2026-03-26,2026-03-26,Sea Freight,4035.64,1477.97,427.49,Delivered
SHIP001043,PO000066,UK,UK,2026-07-17,2026-07-16,2026-07-16,Road Freight,4394.47,0.0,94.51,Delivered
SHIP001044,PO001263,India,UK,2025-07-17,2025-08-10,2025-08-17,Air Freight,4191.82,1117.05,232.96,Delivered
SHIP001045,PO000098,China,UK,2026-02-24,2026-04-05,2026-04-05,Rail Freight,1952.67,1467.42,496.4,Delivered
SHIP001046,PO000699,China,UK,2026-07-30,2026-09-02,2026-09-09,Air Freight,186.07,275.68,167.53,Delayed
SHIP001047,PO000296,India,UK,2025-04-16,2025-05-15,2025-05-18,Air Freight,3121.64,1129.42,229.05,Delayed
SHIP001048,PO001113,India,UK,2026-03-25,2026-04-20,2026-04-21,Air Freight,4856.76,695.99,200.38,Delivered
SHIP001049,PO000377,China,UK,2025-11-01,2025-12-11,2025-12-11,Sea Freight,3213.76,350.85,153.52,Delivered
SHIP001050,PO001873,India,UK,2025-09-25,2025-10-18,2025-10-21,Sea Freight,772.23,1372.74,248.71,Delivered
SHIP001051,PO001740,China,UK,2025-08-16,2025-10-10,2025-10-11,Sea Freight,1449.83,1295.76,304.81,Delivered
SHIP001052,PO000891,China,UK,2025-05-17,2025-06-30,2025-06-30,Air Freight,916.3,407.9,464.47,Delivered
SHIP001053,PO001374,China,UK,2025-03-18,2025-04-24,2025-04-24,Rail Freight,4695.92,679.84,92.77,Delivered
SHIP001054,PO000117,UK,UK,2025-06-26,2025-06-25,2025-06-26,Courier,3533.37,0.0,251.89,Delayed
SHIP001055,PO000048,China,UK,2025-03-14,2025-04-21,2025-04-21,Air Freight,4959.19,932.09,73.02,Delivered
SHIP001056,PO000132,China,UK,2025-06-21,2025-07-20,2025-07-20,Sea Freight,4979.47,987.21,258.17,Delivered
SHIP001057,PO000215,India,UK,2025-09-25,2025-10-25,2025-10-26,Air Freight,2980.07,402.62,484.98,Delayed
SHIP001058,PO000058,China,UK,2026-04-13,2026-06-09,2026-06-16,Sea Freight,3468.09,1164.76,195.39,Delivered
SHIP001059,PO000573,China,UK,2025-04-15,2025-05-23,2025-05-30,Sea Freight,2061.35,1042.44,188.17,Delayed
SHIP001060,PO000074,China,UK,2026-04-21,2026-05-27,2026-05-27,Sea Freight,2849.2,503.76,104.58,Delivered
SHIP001061,PO001844,India,UK,2025-09-15,2025-10-03,2025-10-03,Air Freight,191.35,592.92,363.38,Delivered
SHIP001062,PO001720,China,UK,2025-04-07,2025-05-19,2025-05-19,Sea Freight,917.84,829.23,400.57,Delivered
SHIP001063,PO000192,China,UK,2025-07-26,2025-09-05,2025-09-05,Sea Freight,389.61,481.2,476.53,Delivered
SHIP001064,PO000146,China,UK,2025-06-09,2025-07-19,2025-07-19,Rail Freight,2339.48,968.88,463.89,Delivered
SHIP001065,PO000949,UK,UK,2025-03-18,2025-03-18,2025-03-18,Courier,2301.02,0.0,245.46,Delivered
SHIP001066,PO000835,China,UK,2025-12-18,2026-02-05,2026-02-12,Sea Freight,1740.65,277.42,248.47,Delayed
SHIP001067,PO000140,UK,UK,2025-03-08,2025-03-08,2025-03-15,Courier,3835.67,0.0,61.9,Delivered
SHIP001068,PO000086,China,UK,2025-07-14,2025-08-15,2025-08-15,Rail Freight,2427.79,412.83,273.69,Delivered
SHIP001069,PO001539,China,UK,2025-05-29,2025-06-28,2025-06-28,Rail Freight,1078.48,228.47,273.31,Delivered
SHIP001070,PO000568,China,UK,2025-08-11,2025-09-16,2025-09-17,Air Freight,3653.89,1428.99,362.56,Delayed
SHIP001071,PO001940,UK,UK,2025-03-31,2025-04-01,2025-04-01,Courier,1956.56,0.0,124.53,Delivered
SHIP001072,PO001040,India,UK,2026-05-04,2026-06-12,2026-06-12,Air Freight,3760.02,1458.97,251.89,Delivered
SHIP001073,PO000174,China,UK,2026-06-01,2026-07-07,2026-07-07,Air Freight,1486.81,1043.18,229.38,Delivered
SHIP001074,PO000262,UK,UK,2026-06-13,2026-06-13,2026-06-20,Road Freight,3042.43,0.0,197.83,Delivered
SHIP001075,PO000471,China,UK,2025-02-24,2025-04-07,2025-04-08,Air Freight,4126.34,1393.66,85.35,Delivered
SHIP001076,PO001150,China,UK,2025-07-05,2025-08-10,2025-08-10,Air Freight,3316.55,777.15,58.01,Delivered
SHIP001077,PO000904,China,UK,2026-04-14,2026-05-23,2026-05-23,Air Freight,1036.64,651.08,70.84,Delivered
SHIP001078,PO001216,China,UK,2026-01-03,2026-02-09,2026-02-10,Rail Freight,865.39,1101.74,430.65,Delayed
SHIP001079,PO000104,India,UK,2025-10-01,2025-10-29,2025-10-29,Sea Freight,3289.51,931.69,162.17,Delivered
SHIP001080,PO001971,China,UK,2025-12-15,2026-02-05,2026-02-05,Air Freight,4808.15,1075.98,469.88,Delivered
SHIP001081,PO000773,India,UK,2025-12-23,2026-01-30,2026-01-30,Air Freight,261.98,656.36,245.86,Delivered
SHIP001082,PO001662,China,UK,2026-02-25,2026-04-04,2026-04-04,Air Freight,174.5,602.75,372.15,Delivered
SHIP001083,PO000109,India,UK,2025-08-21,2025-09-20,2025-09-23,Air Freight,2160.17,728.47,155.87,Delayed
SHIP001084,PO000458,UK,UK,2025-06-03,2025-06-04,2025-06-04,Courier,3131.57,0.0,53.15,Delivered
SHIP001085,PO000080,China,UK,2025-04-30,2025-05-30,2025-06-02,Rail Freight,2944.03,1411.99,441.69,Delivered
SHIP001086,PO001798,China,UK,2026-04-05,2026-05-08,2026-05-08,Air Freight,4327.29,907.27,436.37,Delivered
SHIP001087,PO001643,India,UK,2025-06-07,2025-06-30,2025-06-30,Sea Freight,2569.54,1290.83,114.73,Delivered
SHIP001088,PO000969,China,UK,2026-05-25,2026-07-07,2026-07-08,Sea Freight,4109.88,752.63,342.64,Delivered
SHIP001089,PO001713,UK,UK,2025-01-20,2025-01-21,2025-01-21,Road Freight,3511.53,0.0,113.31,Delivered
SHIP001090,PO001671,China,UK,2026-02-16,2026-04-05,2026-04-05,Air Freight,1692.33,209.58,384.95,Delivered
SHIP001091,PO001748,India,UK,2026-01-05,2026-01-27,2026-01-30,Air Freight,3158.67,1220.48,481.6,Delivered
SHIP001092,PO000800,India,UK,2025-05-19,2025-06-25,2025-06-25,Sea Freight,190.47,430.81,394.7,Delivered
SHIP001093,PO001046,China,UK,2025-11-05,2025-12-29,2025-12-29,Air Freight,4440.14,301.8,306.53,Delivered
SHIP001094,PO000409,India,UK,2025-02-24,2025-03-22,2025-03-22,Air Freight,3264.36,1372.02,262.86,Delivered
SHIP001095,PO000248,India,UK,2025-03-16,2025-04-12,2025-04-12,Air Freight,4719.32,645.24,300.5,Delivered
SHIP001096,PO001505,China,UK,2025-12-16,2026-01-23,2026-01-23,Air Freight,1788.98,304.81,222.66,Delivered
SHIP001097,PO000282,China,UK,2026-04-16,2026-05-28,2026-05-28,Air Freight,1995.49,395.17,385.95,Delivered
SHIP001098,PO001191,India,UK,2026-03-03,2026-03-30,2026-03-30,Air Freight,4114.92,1452.74,212.98,Delivered
SHIP001099,PO000124,India,UK,2026-01-04,2026-01-27,2026-01-30,Sea Freight,1741.41,726.95,74.35,Delivered
SHIP001100,PO001607,China,UK,2026-06-07,2026-07-16,2026-07-16,Sea Freight,2020.51,1278.87,389.59,Delivered
SHIP001101,PO000706,China,UK,2026-06-26,2026-08-14,2026-08-14,Rail Freight,2625.17,672.28,425.67,Delivered
SHIP001102,PO000264,China,UK,2025-11-09,2025-12-30,2025-12-30,Rail Freight,1988.38,858.24,110.35,Delivered
SHIP001103,PO001450,India,UK,2025-04-27,2025-05-18,2025-05-21,Air Freight,1051.69,512.18,73.69,Delivered
SHIP001104,PO001994,India,UK,2025-12-21,2026-01-18,2026-01-18,Sea Freight,2598.71,552.44,185.64,Delivered
SHIP001105,PO000101,India,UK,2026-04-05,2026-04-25,2026-04-26,Sea Freight,2089.48,1078.81,242.11,Delayed
SHIP001106,PO000039,India,UK,2026-04-18,2026-05-10,2026-05-10,Sea Freight,1186.31,289.89,433.18,Delivered
SHIP001107,PO001461,India,UK,2025-12-16,2026-01-08,2026-01-08,Sea Freight,927.3,438.89,188.6,Delivered
SHIP001108,PO001788,China,UK,2025-12-20,2026-01-21,2026-01-28,Rail Freight,2512.23,253.94,155.52,Delivered
SHIP001109,PO000473,China,UK,2026-02-10,2026-03-12,2026-03-13,Rail Freight,676.44,1349.81,346.76,Delayed
