return_id,order_id,product_id,return_date,quantity_returned,return_reason,refund_amount,return_status
RET000347,ORD018007,PROD00143,2025-05-28,1,Quality Issue,84.1,Approved
RET000348,ORD006688,PROD00146,2026-03-17,1,Late Delivery,233.11,Approved
RET000349,ORD008007,PROD00039,2025-09-27,2,Not as Described,255.04,Approved
RET000350,ORD005008,PROD00411,2026-02-10,2,Quality Issue,302.04,Approved
RET000351,ORD038170,PROD00293,2025-09-16,4,Not as Described,100.64,Approved
RET000352,ORD036851,PROD00444,2026-07-05,3,Quality Issue,655.11,Approved
RET000353,ORD041567,PROD00108,2026-02-04,3,Other,268.77,Approved
RET000354,ORD043373,PROD00114,2025-06-04,6,Changed Mind,301.74,Approved
RET000355,ORD034468,PROD00202,2025-07-23,3,Wrong Item,62.43,Rejected
RET000356,ORD042435,PROD00001,2025-08-03,1,Wrong Item,123.73,Approved
RET000357,ORD022815,PROD00070,2025-09-14,2,Wrong Item,331.3,Approved
RET000358,ORD023607,PROD00244,2025-11-30,6,Other,1159.56,Approved
RET000359,ORD023285,PROD00030,2026-01-29,4,Changed Mind,438.88,Approved
RET000360,ORD010521,PROD00151,2025-11-24,4,Quality Issue,592.8,Approved
RET000361,ORD031879,PROD00421,2025-06-11,2,Late Delivery,25.26,Approved
RET000362,ORD011103,PROD00159,2025-12-19,6,Not as Described,246.6,Approved
RET000363,ORD029668,PROD00274,2026-01-31,4,Other,641.4,Approved
RET000364,ORD000904,PROD00450,2025-02-20,6,Quality Issue,433.02,Approved
RET000365,ORD032144,PROD00438,2025-11-27,1,Damaged,37.7,Approved
RET000366,ORD010548,PROD00175,2025-03-11,1,Damaged,30.63,Approved
RET000367,ORD007703,PROD00289,2025-07-05,9,Quality Issue,139.5,Approved
RET000368,ORD038646,PROD00294,2025-02-23,2,Not as Described,145.24,Approved
RET000369,ORD046507,PROD00244,2025-09-06,6,Quality Issue,1159.56,Approved
RET000370,ORD007280,PROD00123,2025-04-09,4,Changed Mind,57.4,Approved
RET000371,ORD000263,PROD00179,2025-04-07,4,Other,672.64,Approved
RET000372,ORD024903,PROD00339,2025-08-26,2,Quality Issue,373.64,Approved
RET000373,ORD049816,PROD00102,2025-04-07,4,Wrong Item,461.64,Approved
RET000374,ORD022193,PROD00428,2025-11-27,2,Quality Issue,156.72,Approved
RET000375,ORD012746,PROD00498,2026-05-09,3,Quality Issue,564.0,Rejected
RET000376,ORD027714,PROD00137,2026-06-29,6,Other,154.32,Approved
RET000377,ORD016442,PROD00022,2026-05-15,3,Other,417.21,Approved
RET000378,ORD011290,PROD00269,2025-08-21,3,Not as Described,460.44,Approved
RET000379,ORD029352,PROD00111,2025-03-19,3,Quality Issue,397.41,Approved
RET000380,ORD028782,PROD00466,2025-02-01,6,Other,332.76,Approved
RET000381,ORD013725,PROD00300,2026-07-09,1,Other,135.61,Approved
RET000382,ORD045697,PROD00284,2025-02-18,2,Damaged,135.6,Approved
RET000383,ORD046601,PROD00362,2025-05-02,1,Late Delivery,104.64,Approved
RET000384,ORD047133,PROD00341,2026-06-06,2,Not as Described,227.72,Approved
RET000385,ORD031480,PROD00204,2025-08-30,2,Not as Described,304.8,Pending
RET000386,ORD034234,PROD00411,2025-07-28,10,Late Delivery,1510.2,Approved
RET000387,ORD039592,PROD00380,2025-05-17,1,Damaged,57.26,Approved
RET000388,ORD013097,PROD00450,2025-04-20,2,Not as Described,144.34,Approved
RET000389,ORD049736,PROD00044,2026-01-18,4,Changed Mind,471.44,Approved
RET000390,ORD002661,PROD00500,2026-03-15,6,Other,54.96,Approved
RET000391,ORD018016,PROD00112,2026-04-10,5,Other,127.15,Approved
RET000392,ORD000116,PROD00279,2025-03-10,6,Other,234.24,Approved
RET000393,ORD011572,PROD00217,2025-06-02,2,Quality Issue,254.84,Approved
RET000394,ORD009056,PROD00002,2025-03-27,3,Damaged,534.42,Approved
RET000395,ORD040712,PROD00155,2025-05-07,1,Not as Described,4.57,Approved
RET000396,ORD013984,PROD00344,2025-07-27,1,Changed Mind,52.27,Approved
RET000397,ORD031271,PROD00189,2025-10-14,4,Other,51.4,Approved
RET000398,ORD014992,PROD00446,2026-07-08,1,Quality Issue,78.63,Approved
RET000399,ORD007293,PROD00050,2025-06-25,4,Damaged,315.56,Approved
RET000400,ORD038949,PROD00419,2025-08-24,5,Changed Mind,625.1,Approved
RET000401,ORD002999,PROD00435,2025-08-26,2,Not as Described,43.5,Pending
RET000402,ORD032415,PROD00121,2026-06-18,2,Not as Described,254.68,Approved
RET000403,ORD036466,PROD00432,2025-08-08,7,Other,467.46,Approved
RET000404,ORD022574,PROD00352,2026-03-08,3,Quality Issue,237.93,Approved
RET000405,ORD035289,PROD00391,2025-07-24,1,Quality Issue,209.68,Approved
RET000406,ORD020826,PROD00024,2026-04-16,1,Damaged,92.88,Pending
RET000407,ORD036847,PROD00446,2025-03-14,4,Quality Issue,314.52,Approved
RET000408,ORD019858,PROD00427,2025-07-04,7,Not as Described,1297.94,Approved
RET000409,ORD026900,PROD00053,2025-12-04,1,Changed Mind,11.49,Approved
RET000410,ORD021784,PROD00197,2026-03-14,3,Quality Issue,415.11,Approved
RET000411,ORD044702,PROD00481,2025-03-20,4,Not as Described,590.04,Approved
RET000412,ORD032815,PROD00017,2025-03-28,1,Quality Issue,9.0,Approved
RET000413,ORD000369,PROD00349,2025-04-03,1,Quality Issue,211.86,Approved
RET000414,ORD006516,PROD00097,2026-02-25,8,Changed Mind,1238.8,Approved
RET000415,ORD029714,PROD00395,2025-04-20,8,Changed Mind,652.4,Approved
RET000416,ORD032033,PROD00189,2025-07-02,3,Wrong Item,38.55,Approved
RET000417,ORD028129,PROD00355,2025-06-04,1,Other,89.74,Rejected
RET000418,ORD020004,PROD00416,2025-12-08,3,Other,357.66,Approved
RET000419,ORD037853,PROD00368,2025-03-07,7,Other,69.72,Approved
RET000420,ORD012571,PROD00277,2025-04-06,1,Wrong Item,28.79,Approved
RET000421,ORD002619,PROD00204,2026-01-22,5,Wrong Item,762.0,Approved
RET000422,ORD044076,PROD00389,2026-03-14,2,Late Delivery,52.32,Approved
RET000423,ORD041690,PROD00143,2026-04-20,7,Wrong Item,588.7,Approved
RET000424,ORD034090,PROD00497,2026-06-06,7,Not as Described,348.53,Approved
RET000425,ORD037655,PROD00195,2025-02-05,1,Quality Issue,28.81,Approved
RET000426,ORD010940,PROD00028,2025-10-28,8,Other,296.72,Approved
RET000427,ORD015849,PROD00130,2025-04-28,5,Damaged,395.55,Approved
RET000428,ORD043805,PROD00278,2026-01-06,4,Late Delivery,88.2,Approved
RET000429,ORD029194,PROD00178,2025-10-11,1,Quality Issue,10.77,Pending
RET000430,ORD011807,PROD00160,2025-09-06,1,Changed Mind,205.14,Approved
RET000431,ORD028113,PROD00097,2025-03-07,4,Changed Mind,619.4,Approved
RET000432,ORD011989,PROD00145,2025-05-03,5,Damaged,395.2,Approved
RET000433,ORD024339,PROD00458,2026-07-09,1,Wrong Item,175.97,Approved
RET000434,ORD031378,PROD00055,2026-01-12,2,Damaged,90.44,Approved
RET000435,ORD030874,PROD00384,2026-05-03,8,Late Delivery,529.36,Approved
RET000436,ORD015344,PROD00201,2025-07-16,1,Late Delivery,95.19,Approved
RET000437,ORD018509,PROD00253,2026-05-17,3,Quality Issue,57.57,Approved
RET000438,ORD015525,PROD00425,2025-05-31,10,Changed Mind,1889.2,Approved
RET000439,ORD024604,PROD00048,2025-02-08,6,Late Delivery,909.0,Approved
RET000440,ORD030995,PROD00254,2025-12-13,6,Damaged,210.0,Approved
RET000441,ORD019743,PROD00335,2025-05-25,1,Not as Described,186.59,Pending
RET000442,ORD041493,PROD00345,2025-02-11,1,Changed Mind,155.05,Approved
RET000443,ORD009063,PROD00005,2025-06-01,3,Damaged,233.37,Pending
RET000444,ORD033955,PROD00106,2025-10-12,3,Damaged,139.68,Approved
RET000445,ORD000058,PROD00203,2026-07-25,1,Late Delivery,70.83,Approved
RET000446,ORD043971,PROD00353,2025-12-28,1,Quality Issue,147.99,Approved
RET000447,ORD017856,PROD00278,2025-12-10,2,Quality Issue,44.1,Approved
RET000448,ORD025203,PROD00387,2026-07-10,6,Late Delivery,157.14,Pending
RET000449,ORD011127,PROD00384,2025-07-07,8,Quality Issue,529.36,Approved
RET000450,ORD033696,PROD00006,2025-04-15,5,Quality Issue,506.8,Approved
RET000451,ORD047331,PROD00261,2025-05-15,5,Damaged,703.75,Pending
RET000452,ORD034222,PROD00425,2025-04-09,3,Wrong Item,566.76,Approved
RET000453,ORD033119,PROD00157,2025-11-27,4,Not as Described,75.68,Approved
RET000454,ORD032562,PROD00433,2025-09-09,2,Late Delivery,226.16,Approved
RET000455,ORD039281,PROD00111,2025-09-05,1,Quality Issue,132.47,Approved
RET000456,ORD019991,PROD00275,2026-07-19,4,Changed Mind,245.96,Approved
RET000457,ORD010018,PROD00447,2025-07-10,2,Other,266.94,Approved
RET000458,ORD042270,PROD00248,2026-06-03,3,Late Delivery,60.78,Approved
RET000459,ORD034504,PROD00317,2025-05-24,1,Other,157.05,Pending
RET000460,ORD009140,PROD00495,2026-06-24,5,Damaged,353.55,Approved
RET000461,ORD004445,PROD00255,2025-10-02,1,Wrong Item,74.88,Approved
RET000462,ORD013981,PROD00313,2025-06-19,1,Other,75.97,Approved
RET000463,ORD022292,PROD00347,2026-03-05,5,Other,407.55,Approved
RET000464,ORD021893,PROD00193,2026-03-28,6,Late Delivery,425.64,Approved
RET000465,ORD029934,PROD00164,2026-03-13,2,Quality Issue,277.5,Approved
RET000466,ORD008852,PROD00054,2026-06-20,3,Not as Described,677.61,Pending
RET000467,ORD020370,PROD00102,2025-02-14,2,Other,230.82,Approved
RET000468,ORD042396,PROD00116,2026-01-30,5,Damaged,159.5,Approved
RET000469,ORD005022,PROD00150,2025-01-31,4,Late Delivery,717.6,Approved
RET000470,ORD022901,PROD00139,2025-09-05,1,Changed Mind,39.1,Approved
RET000471,ORD007930,PROD00037,2026-03-22,1,Wrong Item,146.35,Approved
RET000472,ORD027179,PROD00415,2025-12-03,2,Damaged,350.34,Approved
RET000473,ORD020259,PROD00264,2025-09-08,4,Changed Mind,587.16,Approved
RET000474,ORD039444,PROD00262,2026-01-30,5,Late Delivery,367.65,Approved
RET000475,ORD048288,PROD00433,2025-08-07,4,Changed Mind,452.32,Approved
RET000476,ORD034993,PROD00005,2026-06-11,2,Changed Mind,155.58,Approved
RET000477,ORD011903,PROD00500,2025-03-14,3,Quality Issue,27.48,Rejected
RET000478,ORD012973,PROD00204,2025-06-23,3,Late Delivery,457.2,Approved
RET000479,ORD007619,PROD00470,2026-06-08,3,Not as Described,399.24,Approved
RET000480,ORD013068,PROD00157,2025-05-05,4,Other,75.68,Approved
RET000481,ORD000942,PROD00039,2026-06-23,1,Quality Issue,127.52,Pending
RET000482,ORD023278,PROD00399,2026-04-20,1,Late Delivery,134.25,Approved
RET000483,ORD041281,PROD00079,2025-07-10,2,Damaged,93.54,Approved
RET000484,ORD010200,PROD00054,2025-07-07,4,Not as Described,903.48,Pending
RET000485,ORD017173,PROD00230,2025-08-11,4,Other,179.32,Approved
RET000486,ORD041196,PROD00153,2026-04-25,10,Late Delivery,1080.4,Approved
RET000487,ORD019053,PROD00040,2026-02-25,3,Damaged,461.85,Approved
RET000488,ORD000658,PROD00397,2025-09-24,1,Not as Described,80.19,Pending
RET000489,ORD005488,PROD00180,2025-07-09,6,Changed Mind,501.66,Approved
RET000490,ORD010244,PROD00397,2026-06-15,2,Not as Described,160.38,Approved
RET000491,ORD036523,PROD00018,2025-10-09,2,Quality Issue,68.08,Approved
RET000492,ORD002263,PROD00260,2025-11-20,6,Changed Mind,1386.36,Approved
RET000493,ORD029280,PROD00349,2025-10-27,4,Wrong Item,847.44,Approved
RET000494,ORD041027,PROD00426,2025-07-03,1,Quality Issue,113.26,Approved
RET000495,ORD041787,PROD00389,2025-07-14,3,Damaged,78.48,Approved
RET000496,ORD045832,PROD00008,2025-11-18,5,Quality Issue,497.15,Approved
RET000497,ORD018706,PROD00039,2026-04-21,1,Wrong Item,127.52,Approved
RET000498,ORD033709,PROD00336,2026-07-02,4,Wrong Item,560.32,Approved
RET000499,ORD044770,PROD00442,2026-05-09,3,Damaged,382.26,Approved
RET000500,ORD030805,PROD00382,2025-12-29,3,Quality Issue,327.12,Approved
RET000501,ORD027293,PROD00008,2025-06-24,6,Damaged,596.58,Approved
RET000502,ORD033718,PROD00330,2026-07-17,6,Quality Issue,390.0,Approved
RET000503,ORD007800,PROD00191,2026-01-15,3,Not as Described,199.26,Approved
RET000504,ORD020424,PROD00246,2025-09-28,1,Late Delivery,82.39,Approved
RET000505,ORD024865,PROD00384,2026-02-25,1,Quality Issue,66.17,Approved
RET000506,ORD012937,PROD00184,2026-05-24,2,Not as Described,278.82,Approved
RET000507,ORD040676,PROD00468,2025-07-16,1,Late Delivery,162.7,Approved
RET000508,ORD034051,PROD00008,2025-11-03,1,Quality Issue,99.43,Approved
RET000509,ORD010783,PROD00023,2025-02-25,2,Damaged,132.2,Approved
RET000510,ORD045977,PROD00398,2026-01-20,5,Damaged,773.55,Approved
RET000511,ORD026207,PROD00371,2026-06-22,1,Other,90.42,Approved
RET000512,ORD017510,PROD00398,2025-12-03,1,Changed Mind,154.71,Approved
RET000513,ORD012362,PROD00189,2025-07-31,1,Changed Mind,12.85,Approved
RET000514,ORD011476,PROD00389,2025-07-05,1,Damaged,26.16,Approved
RET000515,ORD047340,PROD00444,2025-02-13,2,Damaged,436.74,Approved
RET000516,ORD049911,PROD00060,2026-01-01,6,Changed Mind,287.52,Approved
RET000517,ORD014996,PROD00068,2025-03-19,7,Not as Described,297.92,Approved
RET000518,ORD022072,PROD00439,2025-10-29,3,Wrong Item,135.48,Rejected
RET000519,ORD039173,PROD00365,2025-03-13,6,Quality Issue,240.96,Approved
RET000520,ORD036085,PROD00137,2026-05-05,1,Not as Described,25.72,Approved
RET000521,ORD014065,PROD00080,2025-09-18,3,Changed Mind,190.02,Rejected
RET000522,ORD024033,PROD00404,2025-05-08,2,Quality Issue,314.46,Approved
RET000523,ORD043773,PROD00493,2025-12-25,1,Damaged,98.73,Approved
RET000524,ORD040418,PROD00201,2025-09-14,1,Damaged,95.19,Approved
RET000525,ORD024606,PROD00097,2025-02-23,3,Damaged,464.55,Approved
RET000526,ORD022104,PROD00461,2025-03-21,3,Late Delivery,130.41,Pending
RET000527,ORD041699,PROD00258,2025-05-11,10,Damaged,560.3,Approved
RET000528,ORD048209,PROD00183,2026-02-05,7,Other,800.73,Approved
RET000529,ORD037059,PROD00146,2026-04-12,4,Other,932.44,Approved
RET000530,ORD023334,PROD00059,2026-03-31,1,Not as Described,40.5,Approved
RET000531,ORD033658,PROD00142,2025-08-11,2,Not as Described,294.14,Approved
RET000532,ORD014471,PROD00241,2025-07-02,4,Not as Described,540.0,Approved
RET000533,ORD026217,PROD00026,2025-06-01,3,Late Delivery,348.33,Approved
RET000534,ORD030969,PROD00269,2026-01-10,3,Quality Issue,460.44,Approved
RET000535,ORD001084,PROD00354,2026-01-11,1,Late Delivery,111.99,Rejected
RET000536,ORD024361,PROD00394,2026-05-21,1,Quality Issue,142.18,Approved
RET000537,ORD022429,PROD00456,2026-05-06,2,Late Delivery,340.54,Pending
RET000538,ORD048948,PROD00382,2026-05-05,2,Not as Described,218.08,Pending
RET000539,ORD035886,PROD00297,2026-05-17,4,Late Delivery,268.2,Approved
RET000540,ORD011862,PROD00415,2026-05-08,4,Not as Described,700.68,Approved
RET000541,ORD024591,PROD00097,2025-11-23,3,Not as Described,464.55,Approved
RET000542,ORD011858,PROD00423,2025-02-21,4,Late Delivery,231.8,Approved
RET000543,ORD027784,PROD00163,2025-08-07,2,Damaged,256.14,Approved
RET000544,ORD043130,PROD00242,2025-10-27,1,Other,118.75,Approved
RET000545,ORD033551,PROD00152,2025-02-07,1,Changed Mind,63.68,Approved
RET000546,ORD024294,PROD00142,2025-02-25,2,Late Delivery,294.14,Approved
RET000547,ORD037394,PROD00190,2025-05-03,3,Damaged,224.07,Approved
RET000548,ORD046477,PROD00487,2025-09-02,4,Damaged,194.92,Approved
RET000549,ORD020187,PROD00059,2026-06-13,8,Quality Issue,324.0,Approved
RET000550,ORD000218,PROD00438,2025-05-25,3,Changed Mind,113.1,Approved
RET000551,ORD023095,PROD00240,2025-11-25,3,Changed Mind,49.56,Approved
RET000552,ORD007065,PROD00032,2025-07-05,5,Not as Described,168.65,Pending
RET000553,ORD014989,PROD00405,2025-08-08,4,Not as Described,312.16,Pending
RET000554,ORD002228,PROD00350,2025-12-08,4,Not as Described,395.4,Approved
RET000555,ORD024438,PROD00332,2025-05-25,7,Changed Mind,390.81,Approved
RET000556,ORD006424,PROD00249,2025-08-26,2,Quality Issue,380.7,Approved
RET000557,ORD046881,PROD00155,2025-06-14,1,Other,4.57,Approved
RET000558,ORD041738,PROD00012,2025-06-09,3,Changed Mind,308.76,Approved
RET000559,ORD008480,PROD00112,2025-07-26,6,Wrong Item,152.58,Approved
RET000560,ORD001949,PROD00364,2026-03-14,1,Wrong Item,111.91,Approved
RET000561,ORD021100,PROD00208,2025-11-07,5,Quality Issue,853.15,Approved
RET000562,ORD031463,PROD00493,2026-03-30,4,Quality Issue,394.92,Pending
RET000563,ORD034175,PROD00192,2026-02-06,1,Wrong Item,7.95,Approved
RET000564,ORD016869,PROD00346,2025-09-08,7,Quality Issue,1457.05,Approved
RET000565,ORD013980,PROD00243,2025-09-22,6,Wrong Item,771.12,Approved
RET000566,ORD039423,PROD00432,2025-06-25,3,Late Delivery,200.34,Approved
RET000567,ORD023377,PROD00484,2025-11-09,5,Other,31.8,Approved
RET000568,ORD037351,PROD00272,2025-10-17,1,Other,175.48,Approved
RET000569,ORD044807,PROD00187,2025-02-27,1,Changed Mind,15.5,Approved
RET000570,ORD023088,PROD00101,2025-09-12,1,Wrong Item,174.58,Approved
RET000571,ORD043598,PROD00426,2025-05-21,5,Other,566.3,Approved
RET000572,ORD037918,PROD00342,2025-06-08,1,Damaged,128.8,Pending
RET000573,ORD030707,PROD00364,2026-05-11,6,Damaged,671.46,Approved
RET000574,ORD027494,PROD00440,2025-10-24,2,Quality Issue,279.0,Approved
RET000575,ORD045685,PROD00066,2025-06-25,9,Late Delivery,1226.61,Approved
RET000576,ORD002902,PROD00141,2026-02-27,3,Damaged,21.9,Approved
RET000577,ORD030041,PROD00405,2025-03-31,4,Changed Mind,312.16,Approved
RET000578,ORD018784,PROD00380,2026-01-10,2,Damaged,114.52,Approved
RET000579,ORD012934,PROD00296,2026-06-10,1,Other,9.57,Approved
RET000580,ORD036506,PROD00100,2025-12-21,7,Wrong Item,1048.53,Approved
RET000581,ORD007699,PROD00469,2026-05-08,1,Not as Described,56.1,Approved
RET000582,ORD049989,PROD00260,2025-09-07,2,Quality Issue,462.12,Approved
RET000583,ORD011961,PROD00124,2025-02-16,5,Other,255.7,Approved
RET000584,ORD010598,PROD00393,2025-10-31,7,Damaged,762.93,Approved
RET000585,ORD021397,PROD00246,2026-03-10,4,Not as Described,329.56,Approved
RET000586,ORD017315,PROD00228,2025-09-22,1,Changed Mind,25.27,Approved
RET000587,ORD035174,PROD00268,2025-03-15,10,Damaged,1615.7,Pending
RET000588,ORD014553,PROD00445,2025-07-23,1,Wrong Item,198.97,Rejected
RET000589,ORD036555,PROD00008,2026-05-12,1,Late Delivery,99.43,Approved
RET000590,ORD042965,PROD00474,2025-07-31,6,Changed Mind,360.66,Approved
RET000591,ORD038740,PROD00147,2025-06-28,1,Quality Issue,134.22,Approved
RET000592,ORD041045,PROD00481,2026-07-05,2,Damaged,295.02,Approved
RET000593,ORD017198,PROD00123,2025-02-14,5,Changed Mind,71.75,Approved
RET000594,ORD049957,PROD00334,2026-05-13,8,Wrong Item,1191.04,Approved
RET000595,ORD038747,PROD00133,2025-04-24,1,Changed Mind,15.73,Approved
RET000596,ORD028099,PROD00162,2026-06-17,5,Late Delivery,1125.35,Approved
RET000597,ORD005928,PROD00098,2026-03-09,7,Changed Mind,590.73,Approved
RET000598,ORD007565,PROD00148,2025-03-31,7,Wrong Item,441.14,Approved
RET000599,ORD012972,PROD00255,2025-08-03,1,Other,74.88,Approved
RET000600,ORD034639,PROD00331,2025-11-27,6,Not as Described,916.74,Approved
RET000601,ORD039706,PROD00188,2026-06-27,4,Other,705.92,Approved
RET000602,ORD001535,PROD00273,2025-05-14,3,Other,207.54,Approved
RET000603,ORD030181,PROD00042,2025-12-24,1,Quality Issue,54.43,Approved
RET000604,ORD004041,PROD00441,2025-08-07,5,Damaged,496.35,Approved
RET000605,ORD001012,PROD00061,2025-05-18,1,Wrong Item,191.52,Approved
RET000606,ORD036291,PROD00323,2025-07-12,1,Changed Mind,29.17,Approved
RET000607,ORD024799,PROD00132,2026-04-28,2,Not as Described,296.28,Approved
RET000608,ORD040934,PROD00403,2026-02-18,9,Not as Described,1428.21,Approved
RET000609,ORD005994,PROD00121,2026-05-25,1,Quality Issue,127.34,Approved
RET000610,ORD035243,PROD00497,2025-09-04,2,Other,99.58,Approved
RET000611,ORD024380,PROD00456,2026-03-07,2,Quality Issue,340.54,Pending
RET000612,ORD033967,PROD00472,2026-01-31,3,Other,494.67,Approved
RET000613,ORD004319,PROD00035,2025-09-23,2,Late Delivery,103.02,Approved
RET000614,ORD001773,PROD00072,2025-04-08,3,Wrong Item,95.34,Approved
RET000615,ORD016959,PROD00017,2025-08-22,1,Changed Mind,9.0,Approved
RET000616,ORD024435,PROD00076,2026-03-28,3,Changed Mind,532.38,Approved
RET000617,ORD004902,PROD00463,2025-07-13,1,Changed Mind,26.1,Approved
RET000618,ORD019667,PROD00078,2025-06-11,1,Wrong Item,25.1,Approved
RET000619,ORD042308,PROD00072,2026-04-04,2,Not as Described,63.56,Approved
RET000620,ORD001112,PROD00107,2025-09-15,3,Other,407.07,Approved
RET000621,ORD005070,PROD00297,2026-06-05,1,Wrong Item,67.05,Approved
RET000622,ORD045999,PROD00184,2025-07-01,4,Other,557.64,Approved
RET000623,ORD026720,PROD00123,2025-02-04,2,Quality Issue,28.7,Approved
RET000624,ORD037499,PROD00022,2026-05-24,6,Late Delivery,834.42,Approved
RET000625,ORD001837,PROD00345,2026-03-05,9,Late Delivery,1395.45,Rejected
RET000626,ORD032154,PROD00158,2025-04-27,1,Changed Mind,123.92,Pending
RET000627,ORD001291,PROD00238,2025-11-28,1,Late Delivery,154.94,Approved
RET000628,ORD017105,PROD00068,2025-10-31,1,Not as Described,42.56,Approved
RET000629,ORD040029,PROD00467,2026-07-01,1,Quality Issue,44.73,Approved
RET000630,ORD025290,PROD00221,2026-02-18,1,Damaged,26.61,Approved
RET000631,ORD044665,PROD00239,2025-08-29,7,Other,283.15,Approved
RET000632,ORD044129,PROD00270,2025-12-10,3,Wrong Item,362.13,Approved
RET000633,ORD010441,PROD00417,2025-05-23,1,Late Delivery,65.64,Approved
RET000634,ORD047918,PROD00130,2026-03-14,2,Damaged,158.22,Approved
RET000635,ORD018010,PROD00433,2025-04-25,4,Wrong Item,452.32,Approved
RET000636,ORD017108,PROD00317,2026-01-13,3,Changed Mind,471.15,Pending
RET000637,ORD041050,PROD00430,2026-01-26,3,Quality Issue,345.63,Approved
